tag,Menciones,Promedio
javascript,309974,10.199999809265137
java,301445,9.90999984741211
php,231250,7.610000133514404
c#,222686,7.320000171661377
android,192943,6.349999904632568
python,145706,4.789999961853027
ios,117807,3.869999885559082
c++,106430,3.5
jquery,66727,2.190000057220459
html,57623,1.899999976158142
