tag,Menciones,Promedio
c#,83431,10.170000076293945
java,59676,7.28000020980835
php,56790,6.920000076293945
iphone,42925,5.230000019073486
javascript,42349,5.159999847412109
c++,32974,4.019999980926514
android,27892,3.4000000953674316
python,27831,3.390000104904175
jquery,24953,3.0399999618530273
asp.net,21966,2.680000066757202
