tag,Menciones,Promedio
javascript,365126,11.40999984741211
java,293318,9.15999984741211
php,212139,6.630000114440918
python,209713,6.550000190734863
c#,206844,6.460000038146973
android,184241,5.75
ios,111748,3.490000009536743
c++,99715,3.109999895095825
html,59869,1.8700000047683716
r,58401,1.8200000524520874
